Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
15:04:13,0.0,-0.0,63.74999999999999
15:04:14,0.0,-0.0,63.74999999999999
15:04:14,0.0,-0.0,63.74999999999999
15:04:15,0.0,-0.0,63.74999999999999
15:04:16,0.0,0.0,63.74999999999999
15:04:17,0.0,-0.0,63.74999999999999
15:04:18,0.0,-0.0,63.74999999999999
15:04:19,0.0,-0.0,63.74999999999999
15:04:19,0.0,-0.0,63.74999999999999
15:04:20,0.0,-0.0,63.74999999999999
15:04:21,0.0,-0.0,63.74999999999999
15:04:22,0.0,-0.0,63.74999999999999
15:04:23,0.0,0.0,63.74999999999999
15:04:23,0.0,-0.0,63.74999999999999
15:04:24,0.0,-0.0,63.74999999999999
15:04:25,0.0,-0.0,63.74999999999999
15:04:26,0.0,-0.0,63.74999999999999
15:04:27,0.0,-0.0,63.74999999999999
15:04:28,0.0,-0.0,63.74999999999999
15:04:28,0.0,-0.0,63.74999999999999
15:04:29,0.0,-0.0,63.74999999999999
15:04:30,0.0,0.0,63.74999999999999
15:04:31,0.0,-0.0,63.74999999999999
15:04:32,-0.0,-0.0,63.74999999999999
15:04:32,-0.0,0.0,63.74999999999999
15:04:33,-0.0,-0.0,63.74999999999999
15:04:34,-0.0,-0.0,63.74999999999999
15:04:35,-0.0,-0.0,63.74999999999999
15:04:36,-0.0,-0.0,63.74999999999999
15:04:37,-0.0,-0.0,63.74999999999999
15:04:37,-0.0,-0.0,63.74999999999999
15:04:38,-0.1,-0.0,63.74999999999999
15:04:39,-0.1,-0.0,63.74999999999999
15:04:40,-0.1,-0.0,63.74999999999999
15:04:41,-0.1,-0.0,63.74999999999999
15:04:41,-0.1,-0.0,63.74999999999999
15:04:42,-0.1,-0.0,63.74999999999999
15:04:43,-0.1,-0.0,63.74999999999999
15:04:44,-0.1,-0.0,63.74999999999999
15:04:45,-0.1,-0.0,63.74999999999999
15:04:46,-0.1,0.0,63.74999999999999
15:04:46,-0.1,-0.0,63.74999999999999
15:04:47,-0.1,-0.0,63.74999999999999
15:04:48,-0.1,0.0,63.74999999999999
15:04:49,-0.1,-0.0,63.74999999999999
15:04:50,-0.1,-0.0,63.74999999999999
15:04:50,-0.1,-0.0,63.74999999999999
15:04:51,-0.1,-0.0,63.74999999999999
15:04:52,-0.1,-0.0,63.74999999999999
15:04:53,-0.1,-0.0,63.74999999999999
15:04:54,-0.1,-0.0,63.74999999999999
15:04:55,-0.1,-0.0,63.74999999999999
15:04:55,-0.1,-0.0,63.74999999999999
