Timestamp,Enclosure Pressure,Hepa Blockage,Running Mode
14:54:23,0.0,0.0,89.25
14:54:24,0.0,0.0,89.25
14:54:24,0.0,0.0,89.25
14:54:25,0.0,0.0,89.25
14:54:26,0.0,0.0,89.25
14:54:27,0.0,0.0,89.25
14:54:28,0.0,0.0,89.25
14:54:28,0.0,0.0,89.25
14:54:29,0.0,0.0,89.25
14:54:30,0.0,0.0,89.25
14:54:31,0.0,0.0,89.25
14:54:32,0.0,0.0,89.25
14:54:33,0.0,0.0,89.25
14:54:33,0.0,0.0,89.25
14:54:34,0.0,0.0,89.25
14:54:35,0.0,0.0,89.25
14:54:36,0.0,-0.0,89.25
14:54:37,0.0,0.0,89.25
14:54:38,0.0,0.0,89.25
14:54:38,0.0,0.0,89.25
14:54:39,0.0,0.0,89.25
14:54:40,0.0,0.0,89.25
14:54:41,0.0,-0.0,89.25
14:54:42,-0.0,0.0,89.25
14:54:42,-0.0,0.0,89.25
14:54:43,-0.0,0.0,89.25
14:54:44,-0.0,0.0,89.25
14:54:45,-0.0,0.0,89.25
14:54:46,-0.0,0.0,89.25
14:54:47,-0.0,0.0,89.25
14:54:47,-0.0,0.0,89.25
14:54:48,-0.1,0.0,89.25
14:54:49,-0.1,0.0,89.25
14:54:50,-0.1,0.0,89.25
14:54:51,-0.1,0.0,89.25
14:54:51,-0.1,0.0,89.25
14:54:52,-0.2,0.0,89.25
14:54:53,-0.1,0.0,89.25
14:54:54,-0.1,0.0,89.25
14:54:55,-0.1,0.0,89.25
14:54:56,-0.1,0.0,89.25
14:54:56,-0.1,0.0,89.25
14:54:57,-0.1,0.0,89.25
14:54:58,-0.1,0.0,89.25
14:54:59,-0.1,-0.0,89.25
14:55:00,-0.1,0.0,89.25
14:55:00,-0.1,-0.0,89.25
14:55:01,-0.2,0.0,89.25
14:55:02,-0.1,0.0,89.25
14:55:03,-0.1,0.0,89.25
14:55:04,-0.1,0.0,89.25
14:55:05,-0.1,-0.0,89.25
14:55:05,-0.1,0.0,89.25
14:55:06,-0.1,0.0,89.25
14:55:07,-0.1,0.4,89.25
14:55:08,-0.1,0.0,89.25
14:55:09,-0.1,0.0,89.25
14:55:09,-0.1,0.0,89.25
14:55:10,-0.1,0.4,89.25
14:55:11,-0.1,0.0,89.25
14:55:12,-0.1,0.0,89.25
